1588638029.1909628,1, 0, 0,0
1588638039.2123046,1, 1, 0,0
1588638049.2269568,1, 1, 1,0
1588638059.2468936,2, 1, 1,0
1588638069.2669501,2, 1, 1,0
1588638079.285121,2, 1, 1,0
1588638089.3029048,2, 1, 1,0
1588638099.3267584,2, 1, 1,0
1588638109.3441408,2, 1, 1,0
1588638119.36692,2, 1, 1,0
1588638129.3899813,3, 1, 1,0
1588638139.4116285,3, 1, 1,0
1588638149.4309113,3, 1, 1,0
1588638159.4508057,3, 1, 1,0
1588638169.470887,3, 1, 1,0
1588638179.4923449,3, 2, 1,0
1588638189.5108619,3, 2, 1,0
1588638199.5229192,4, 2, 1,0
1588638209.5394056,4, 2, 1,0
1588638219.5589192,4, 2, 2,0
1588638229.5788746,4, 2, 2,0
1588638239.6046565,4, 2, 2,0
1588638249.6281667,4, 2, 2,0
1588638259.6449816,4, 2, 2,0
1588638269.6618614,4, 3, 2,0
1588638279.6828423,5, 3, 2,0
1588638289.7028458,5, 3, 2,0
1588638299.7228572,5, 3, 3,0
1588638309.7429452,5, 3, 3,0
1588638319.7642097,6, 3, 3,0
1588638329.787012,6, 3, 3,0
1588638339.8140447,7, 3, 3,0
1588638349.8349905,7, 3, 3,0
1588638359.8589818,7, 3, 3,0
1588638369.878956,7, 3, 3,0
1588638379.9071898,7, 3, 3,0
1588638389.9291313,7, 3, 4,0
1588638399.9510617,7, 4, 4,0
1588638409.971255,7, 4, 4,0
1588638420.001513,7, 4, 4,0
1588638430.022938,7, 4, 4,0
1588638440.039712,7, 4, 4,0
1588638450.0588443,7, 4, 4,0
1588638460.0788965,8, 4, 4,0
1588638470.0923448,8, 4, 4,0
1588638480.1111007,9, 4, 4,0
1588638490.130904,9, 4, 4,0
1588638500.1547945,9, 4, 5,0
1588638510.1709468,9, 4, 5,0
1588638520.1948683,9, 4, 5,0
1588638530.2149084,9, 5, 5,0
1588638540.234961,9, 5, 5,0
1588638550.2549613,9, 5, 5,0
1588638560.2749677,9, 5, 5,0
1588638570.2903578,9, 5, 5,0
1588638580.3117402,9, 5, 5,0
1588638590.3337326,9, 5, 5,0
1588638600.3550346,9, 5, 5,0
1588638610.3749866,9, 5, 5,0
1588638620.389741,9, 5, 5,0
1588638630.5549812,9, 5, 5,0
1588638640.570825,9, 6, 5,0
1588638650.5911312,9, 6, 5,0
1588638660.610951,9, 6, 5,0
1588638670.6311424,9, 6, 5,0
1588638680.6509724,9, 6, 5,0
1588638690.6727624,10, 6, 5,0
1588638700.6949813,10, 6, 5,0
1588638710.7149491,10, 6, 5,0
1588638720.7269518,10, 6, 5,0
1588638730.7417347,10, 6, 6,0
1588638740.7658257,10, 6, 6,0
1588638750.7869747,10, 6, 6,0
1588638760.8034742,10, 6, 6,0
1588638770.8270311,10, 6, 6,0
1588638780.8416898,10, 6, 6,0
1588638790.8555915,10, 6, 6,0
1588638800.8790374,10, 6, 6,0
1588638810.8989856,10, 6, 6,0
1588638820.922972,10, 6, 6,0
1588638830.9430013,10, 6, 6,0
1588638840.962553,10, 6, 6,0
1588638850.9749389,10, 6, 6,0
1588638861.003023,10, 6, 6,0
1588638871.0266888,10, 6, 6,0
1588638881.0469322,10, 6, 6,0
1588638891.0616736,10, 6, 6,0
1588638901.0831172,10, 6, 6,0
1588638911.1029239,10, 6, 6,0
1588638921.122927,10, 6, 6,0
1588638931.1400392,10, 6, 6,0
1588638941.1614704,10, 6, 6,0
1588638951.1789377,10, 6, 6,0
1588638961.1933587,10, 6, 6,0
1588638971.2079222,10, 6, 6,0
1588638981.2270432,10, 6, 6,0
1588638991.2493114,10, 6, 6,0
1588639001.2648149,10, 6, 6,0
1588639011.2870424,10, 6, 6,0
1588639021.3082623,10, 6, 6,0
1588639031.3229094,10, 6, 6,0
1588639041.3467796,10, 6, 6,0
1588639051.3670568,10, 6, 6,0
1588639061.3907764,10, 6, 6,0
1588639071.4090073,10, 6, 6,0
1588639081.426965,10, 6, 6,0
1588639091.4407723,10, 6, 6,0
1588639101.462104,10, 6, 6,0
1588639111.4829106,10, 6, 6,0
1588639121.4951985,10, 6, 6,0
1588639131.5165975,10, 6, 6,0
1588639141.5380542,10, 6, 6,0
1588639151.5501368,10, 6, 6,0
1588639161.5700352,10, 6, 6,0
1588639171.5913749,10, 6, 6,0
1588639181.6071277,10, 6, 6,0
1588639191.6511047,10, 6, 6,0
1588639201.6710353,10, 6, 6,0
